country_name;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;iso2
Burkina Faso;330442815.8;350247234.3;379567099.2;394040667.1;410321645.0;422916789.7;433889766.2;450753923.5;460442689.4;478298645.4;458404268.8;482411179.1;578595522.0;674773569.9;751133430.4;939972703.5;976547188.1;1131224878.2;1475583644.9;1748480620.5;1928719888.2;1775842333.6;1754450096.2;1600278605.3;1459880132.1;1552493196.3;2036303357.7;2369834949.7;2616040479.0;2615587734.0;3101300778.6;3135045584.1;3356692505.2;3199536465.2;1895290637.1;2379517975.3;2586550595.4;2447669102.0;2804902367.1;3389566712.7;2968370087.6;3190371080.9;3622350063.0;4740768142.7;5451688537.6;6146353173.3;6547419820.4;7625722836.8;9451435490.1;9450696873.3;10109619740.7;12080295977.6;12561015156.6;13444300485.8;13943016076.7;11832159315.6;12833363045.3;14106955615.3;15890066221.3;16032813501.7;17725010530.8;19642668879.8;18820064797.8;BF
Burundi;195999990.0;202999992.0;213500006.0;232749998.0;260750008.0;158994963.0;165444571.4;178297142.9;183200000.0;190205714.3;242732571.4;252842285.7;246804571.4;304339839.6;345263492.1;420986666.7;448412753.6;547535555.6;610225555.6;782496666.7;919726666.7;969046666.7;1013222222.2;1082926304.5;987143931.2;1149979285.8;1201725497.1;1131466494.0;1082403219.5;1113924130.4;1132101252.5;1167398478.3;1083037670.6;938632612.0;925030590.2;1000428393.9;869033856.3;972896267.9;893770740.2;808077223.4;870486065.9;876794723.1;825394519.4;784654423.6;915257323.4;1117113079.7;1273375078.4;1356199387.4;1611835857.0;1781455139.9;2032135192.0;2235820809.3;2333341334.5;2451606632.3;2705783329.8;3104003546.3;2644487776.5;2723586962.8;2667182199.5;2576518879.8;2649680261.4;2775798697.5;3338722827.7;BI
Cabo Verde;;;;;;;;;;;;;;;;;;;;;142246815.3;139468209.1;140630679.0;138476175.6;132019038.6;137728204.8;190651167.6;235253064.7;264308140.3;267448571.4;306890962.6;319827058.6;357160985.3;490417389.7;406580652.3;487148993.5;501979269.8;490608657.9;521910560.5;592416703.1;539227277.6;563090490.4;620507387.5;813260468.9;924940011.8;972241676.9;1107571457.9;1649621738.6;1959620648.3;1852334575.2;1824751467.9;2046817987.2;1913081210.4;2028910915.2;2041930125.4;1749857620.4;1849789986.0;1996741540.0;2205099507.0;2252177124.3;1821565613.7;1997866378.8;2226862134.1;CV
Cambodia;637142865.7;642857134.3;660000008.6;728571437.1;782857128.6;868571428.6;914285714.3;962857134.3;1065714248.6;978873232.4;718401157.7;969911421.4;505549441.4;702899156.0;588443893.7;;;;;;;;;;;;;;;;;;;2533727592.0;2791435272.3;3441205692.9;3506695719.6;3443413388.7;3120425502.7;3517242477.3;3654031716.4;3984000517.1;4284028482.5;4658246918.3;5337833248.0;6293046161.8;7274595706.6;8639235912.6;10351914177.5;10401851767.7;11242275287.6;12829541141.1;14054443213.5;15227991395.1;16702610842.4;18049954289.5;20016747857.6;22177200588.2;24571753583.4;27089390032.8;25872797891.8;26961061151.7;29504829319.3;KH
Cameroon;614206068.5;652777608.3;694247864.4;718320845.0;776650176.9;814083265.5;851112534.6;936175260.0;1046191217.8;1100551488.6;1151216992.9;1236941394.1;1498251889.7;1901393361.0;2157415532.5;2857037371.1;2898090001.9;3394664024.1;4662852583.1;5919002982.6;6674569046.7;6610938616.7;6611255963.8;6870200009.9;7311938026.4;8544810498.0;11857056199.1;13049659981.1;12236057362.5;11012566195.0;12314482627.8;11840192296.4;12071775335.0;16181814712.5;8902446252.2;10864772470.9;11093538846.4;10789458432.6;11298144990.4;11565826464.9;10566579295.0;10953485349.1;12417251332.6;15970315035.0;18826214135.6;19509852206.9;20910512974.9;23928250433.0;27715142032.9;27932970317.1;27507501821.0;30630910495.2;30155062329.3;33728621180.3;36386544706.1;32210233020.5;33814337044.4;36098547033.2;39973842087.2;39670976452.5;40773241177.1;44993521774.1;43644068310.9;CM
Canada;40461721692.6;40934952063.9;42227447631.9;45029988561.2;49377522896.7;54515179580.7;61088384036.7;65668655501.1;71829810519.9;79148411661.7;88192257632.3;99606454743.5;113463848873.6;131764343565.6;160949188139.1;174419757176.6;207271612576.1;212325176304.7;219369542386.3;243891124295.7;274776566028.1;307246642755.9;314647807408.6;341866277182.7;356718400123.5;366186012449.7;379006836991.7;433134238310.7;509380027626.6;567211993243.2;596075591361.0;612527712315.6;594387358318.9;579053561739.4;579944346807.3;605961090061.2;630607994132.7;654986999855.6;634000000000.0;678412196271.1;744773415931.6;738981792355.4;760649334098.0;895540646634.8;1026690238278.3;1173108598778.7;1319264809591.0;1468820407783.3;1552989690721.7;1374625142157.3;1617343367486.3;1793326630174.5;1828366481521.6;1846597421835.0;1805749878439.9;1556508816217.1;1527994741907.4;1649265644244.1;1725329192783.0;1743725183672.5;1647598402302.7;2001486745423.9;2137939220074.9;CA
Cayman Islands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4200288241.2;4466278065.1;4585949023.8;4281714566.9;4156841107.4;4186073104.3;4291004524.0;4405796023.2;4562853611.4;4708167232.7;4909322237.3;5166281305.1;5530178440.7;5941896607.6;5647224988.9;6028373513.5;6844827379.3;KY
Central African Republic;112155598.5;123134583.5;124482773.8;129379123.8;142025078.7;150574795.4;157930018.1;163820513.6;191767441.6;188039210.1;189106529.2;201450799.8;230317883.4;271183082.0;281398705.6;378660016.3;451152461.3;507298147.5;610578632.0;700764747.8;797048198.5;694803622.9;748312390.8;658679332.7;637820670.3;864849836.3;1122265013.4;1200991977.8;1264899287.5;1233930280.9;1440711459.2;1377374986.6;1411917553.1;1278781261.6;851174356.8;1115389673.7;1007791127.1;937741513.0;967338389.7;999477510.7;916777282.7;932648604.8;996068144.9;1142315522.5;1272360517.3;1337894378.7;1461859762.3;1699811294.9;1993407888.5;2067381665.3;2142591540.4;2437982705.1;2510126512.2;1691544110.2;1894813389.4;1695825714.2;1825018144.7;2072349972.7;2220979146.1;2221301351.4;2326720900.4;2516498412.5;2382618615.0;CF
Chad;313582728.1;333975336.1;357635713.4;371767002.2;392247517.7;416926303.3;432794921.7;449826322.6;453980096.2;471635621.6;469266736.7;501866730.1;585427546.8;647199483.0;652532795.1;864602104.7;866044962.0;935360464.7;1113920123.8;1004316496.4;1033002403.9;876937558.3;834369859.7;832415806.0;919103734.9;1033069709.3;1067828245.9;1163426852.2;1482597298.0;1433686312.0;1738605557.8;1877137981.8;1881847669.7;1463251163.9;1179837963.2;1445919894.6;1607345355.8;1544689576.9;1744794531.2;1534673583.2;1388506771.6;1710843377.0;1997005708.8;2742815071.6;4422855660.8;6649307523.6;7428701453.9;8650137743.3;10393833765.4;9290728319.0;10668103554.1;12172308851.0;12367362757.1;12953534866.4;13940767218.6;10950392257.0;10097778098.2;10000394381.0;11239167898.3;11314951091.7;10715396042.3;11779981332.9;12704149840.2;TD
Channel Islands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5945677376.6;6262740656.9;6439703434.7;6232906290.5;6663669064.7;7332244898.0;8553643354.1;8827272727.3;9676172953.1;11514605842.3;;;;;;;;;9511207129.4;9530244530.2;10422948632.4;10381669645.1;9811538461.5;11735662219.8;;
Chile;4110000000.0;4829238095.2;5631285444.2;5591307028.4;5964195925.4;6108679125.8;7162633082.3;7057478295.2;7192102966.8;8359596194.0;9144112431.3;10876091408.0;11833904487.6;16826390943.9;16209693232.1;7621570062.2;10338624019.4;13965595122.3;15992038535.2;21806136345.5;29036709871.8;34509878043.6;19529291438.4;20362016603.8;19671768029.3;17717662227.8;18897110581.5;22250729663.5;26042571602.0;29936735454.6;33137824752.8;37846188180.8;45949608605.2;49287378587.6;56998601233.1;73444831587.4;78584098982.9;85741415248.4;81990010726.0;75578685736.1;78339750717.0;71574739558.7;70264045959.6;76492579644.1;99075985721.6;122294145211.4;153843518110.9;172491075948.4;179894594476.0;171777900623.2;217051209240.3;251382574083.7;267024782642.4;277395018674.7;259560978407.1;242450355827.8;249344864068.0;276154259806.3;295857562826.4;278598887623.0;254258196269.7;316581155648.9;301024724911.9;CL
China;59716249311.0;50056685957.4;47209186415.4;50706614526.1;59708125203.9;70436008642.4;76720005491.9;72881364882.5;70846276051.5;79705614854.8;92602634891.7;99800593791.0;113689308020.3;138543170458.1;144188970821.1;163429530659.6;153939265947.8;174935933078.7;218502169137.6;263711728825.0;306165314855.8;289576581830.4;283928672988.1;304748904221.3;313728547706.9;309835803013.6;300514204521.0;327089403146.1;407844670393.1;456289122063.2;394565747349.1;413375445354.5;493136961883.0;619111946511.6;564321854521.0;734484834573.6;863749314718.5;961601980984.6;1029060747620.7;1094010482677.4;1211331651829.9;1339400897153.4;1470557654824.1;1660280543871.0;1955346768757.6;2285961149904.3;2752118657221.6;3550327803024.7;4594336785752.1;5101691124358.4;6087191746738.6;7551545703518.1;8532185381696.4;9570471111847.8;10475624944290.1;11061572618594.8;11233313730288.5;12310491333980.9;13894907857925.9;14279968506242.8;14687744162801.0;17820459508852.2;17963171479205.3;CN
Colombia;4031152976.6;4540447761.2;4955538218.8;4836166666.7;5973366666.7;5760761904.8;5428518518.5;5825170438.5;5960212869.1;6450175213.7;7198360460.2;7820380970.5;8671358732.7;10315760000.3;12370029583.6;13098633901.9;15341403660.5;19470960619.1;23263511958.1;27940411250.3;33400735644.0;36388366869.0;38968039721.7;38729822781.6;38253120738.0;34894419443.5;34942489684.0;36373307085.1;39212550050.4;39540080200.4;47844090710.0;49637993948.8;58394443377.5;66474101301.2;81705497616.6;92495970511.4;97153389010.9;106656492293.6;98486358581.2;86278947637.0;99875074951.0;98200641203.4;97945812802.9;94644969157.1;117092416666.2;145600529626.7;161792958886.8;206229540893.2;242504150472.9;232468663073.7;286498534095.0;334966134865.3;370691143086.8;382093697077.7;381240864422.4;293492370228.8;282720100286.2;311866875135.6;334198218100.7;323031701210.8;270150956772.6;318511813577.0;343622114560.4;CO
Comoros;;;;;;;;;;;;;;;;;;;;;212218261.6;196349931.5;184009013.6;191621954.9;184697225.6;196726096.3;279197721.8;337525852.6;356500032.7;341476768.3;429622177.7;424108769.5;457388651.5;452881475.1;319189184.3;398461797.0;396053805.9;364445600.5;370106745.9;382454989.9;351136579.6;378512024.1;425964681.0;546885222.7;633706110.8;653845169.2;698431793.9;795673153.2;915659107.8;905341174.0;907978731.7;1023086272.7;1015843491.2;1116224107.2;1149587659.7;966029599.8;1012835492.5;1077439756.1;1188797450.0;1195019531.0;1225039195.9;1296089479.5;1242519407.3;KM
Congo, Dem. Rep.;;;;;;;;;;;;;;;;;;;;;;;;;9461033354.0;5979350228.0;8042983396.5;7175016484.8;9207333740.8;8822051647.7;9329305477.5;;8850000000.0;10768000000.0;5820475672.1;5643416613.3;5771456952.2;6090838693.3;6217805820.8;4711259427.3;19088046305.8;7438189100.3;8728038525.1;8937567059.9;10297483481.2;11964484465.9;14451901696.4;16737071816.4;19788515590.1;18648372553.1;21565721044.8;25839749199.4;29306235285.3;32679745048.4;35909040925.9;37917706497.2;37134801555.3;38019264794.8;47568210009.8;51775829877.2;48716961860.1;55328482783.5;64718641221.2;
Congo, Rep.;131731862.8;151675738.9;166521239.7;172233430.7;185693724.9;198318064.0;220613582.0;237397428.1;251247457.8;265040036.4;274960699.9;322128019.0;410669263.7;541973362.6;585364634.5;767102680.2;754549601.4;765224029.3;878771772.2;1198749667.4;1705796852.9;1993512322.6;2160640564.6;2097274289.8;2193581365.3;2160872540.0;1849268212.3;2297753652.3;2212536312.0;2389593025.6;2798746050.1;2724853505.8;2933222703.0;2684323623.1;1769365437.8;2116003867.8;2540697539.1;2322719102.7;1949481379.2;2354772960.3;3227927697.6;2796704604.0;3034250924.0;3503723087.7;4656974940.1;6650001680.5;8072305029.1;8782703436.7;11649857673.4;9723299915.3;13148396211.6;15655383576.7;17692911296.3;17958720699.1;17919224179.6;12434829581.0;10931247264.8;11834406800.9;14773806078.1;13976661497.8;11468608530.2;14825708810.7;15816996654.6;
Costa Rica;507513830.0;490325181.6;479180824.3;511902136.8;542578367.2;592981162.3;647305630.2;699456618.9;773841494.3;853630203.8;984830158.5;1077147537.5;1238251695.6;1528925846.3;1666544754.1;1960863465.6;2412555425.9;3072427012.8;3523208809.8;4035519323.2;4831447001.2;2623803095.8;2606623554.6;3146772630.8;3660477856.2;3919203960.4;4418983871.0;4532952047.2;4614629898.4;5251025767.5;5711687786.8;7196276092.5;8564041916.2;9582868487.4;10486787008.1;11578594259.9;11678424507.2;12614602382.2;13684255946.6;14254866281.2;15013629658.7;15976174337.0;16578820687.3;17271760506.9;18610594846.2;20040642477.0;22715540324.7;26884700344.8;30801744882.0;30745714313.0;37658614803.8;42762613700.0;47231655431.1;50949668840.9;52016408951.8;56441920821.1;58847019609.7;60516044657.2;62420164991.5;64417670521.2;62395610760.4;64960725734.2;69243626028.7;CR
Cote d'Ivoire;546203558.5;618245635.1;645284474.6;761047199.0;921063326.3;919771228.0;1024102881.9;1082922725.8;1281281278.0;1361360291.6;1455482795.3;1584128511.3;1849400398.3;2508421425.6;3070152313.8;3893839184.1;4662053819.6;6265068200.4;7900526290.1;9142933955.5;10175617589.1;8432589956.3;7567110855.9;6838184772.1;6841639250.2;6977650648.5;9158302111.4;10087654451.3;10255169812.0;9757410629.7;10795850584.6;10492628587.8;11152971284.5;11045760268.6;8313557515.2;11000146268.7;18071152821.1;18047558026.9;19619654770.0;18870992455.6;16577533891.2;16810537037.9;18054383333.9;21251754334.2;23510575668.4;24036918719.1;25281413268.2;28760090924.5;34078240260.4;33886813225.7;34936307964.5;36693710823.2;36302302845.3;42760235497.6;48843005625.6;45815005170.8;48407761031.9;52512344033.8;58522477744.5;59898479821.2;62982768371.6;71811075955.1;70018715016.8;CI
Croatia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22778297035.8;24147533301.9;24172615103.9;25885224259.2;23770159784.3;22128719418.4;23063323722.5;26757255951.8;35254833028.4;41855265955.3;45025332739.7;49601608068.5;59319172946.7;68519137406.2;62085753435.6;58819429750.2;62736258335.4;57354547991.2;59491066217.9;59342363988.8;50857353544.3;52512987756.0;56061675144.4;61481309636.1;61470295887.8;57760024673.9;69081236641.2;71600049650.2;HR
Cuba;;;;;;;;;;;5693005200.0;6914658400.0;8135150891.9;9987709650.2;11405957317.1;13027415243.9;13789579902.6;14206158674.7;17844705324.7;19584443287.7;19912889861.1;20150254096.4;20953510235.3;22204940512.2;24039383608.4;22920490774.1;24226574634.0;25213935012.1;27458999472.3;27023468665.9;28645436569.1;24316556025.7;22085858243.2;22367254864.9;28448326756.8;30429803651.2;25017368700.0;25365908100.0;25736331200.0;28364615200.0;30565400000.0;31682400000.0;33590500000.0;35901200000.0;38203000000.0;42643836100.0;48835925925.9;54262870370.4;56302129629.6;57481481481.5;59562962963.0;68990000000.0;73141000000.0;77148000000.0;80656100000.0;87132800000.0;91370407863.7;96850649691.7;100050036096.1;103427600000.0;107351800000.0;545217900000.0;633442300000.0;CU
Curacao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2930092237.3;3012836256.6;3033568606.2;3059406995.4;3058779211.9;3024690188.0;3033433248.2;3046364819.5;3026124115.7;2534327592.5;2739594359.6;3075180834.7;NL
Cyprus;;;;;;;;;;;;;;;;489914760.7;576090073.7;734887974.0;964026512.2;1288715209.6;2154311276.9;2087496373.8;2159242416.8;2160364071.2;2278248953.1;2430411900.2;3090734463.3;3704813885.5;4278792597.2;4563482603.6;5591130217.7;5770197348.5;6912150456.3;6590291048.3;7425703928.6;9933133247.1;10011918444.2;9547818700.1;10248617647.1;10497908306.4;9985844486.3;10397897085.6;11420227884.6;14547325028.3;17320552500.0;18433411267.3;20072786350.5;23968764029.6;27844698989.3;25945391775.5;25732125693.8;27564931919.5;24977293926.3;23899444182.5;23155988617.4;19842492366.5;20952955488.1;22870678689.5;25523485042.6;25947027570.4;25227201184.2;29482917678.9;29250524418.1;CY
Czechia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40728950704.6;29859921158.9;34805013229.6;40866748705.1;47850203856.2;60147174076.9;67387788633.0;62180159376.1;66807429711.4;65173130995.2;61828166496.1;67808032979.5;82196001050.7;100090467581.3;119814434353.6;137143471328.3;156264095664.6;190183800884.0;236816485763.0;207434296805.3;209069940963.2;229562733398.9;208857719320.6;211685616592.9;209358834156.3;188033050459.9;196272068576.3;218628940951.7;249000540729.2;252548179964.9;245974558654.0;281791218507.1;290527550627.2;CZ
Denmark;;;;;;;11931739858.7;13059064374.6;13505573866.7;15414902266.7;17075457600.0;19085731252.4;23232379951.9;30730626663.4;34160444798.1;40474406216.3;44575892473.1;49784338519.5;60362931853.6;70366241969.2;71127528699.9;61877813965.2;60412844678.6;60644782176.1;59105236853.8;62658568287.3;88078760103.8;109414423928.8;115552846616.7;112409222182.7;138247285815.9;139224688814.2;152915654478.9;143195627014.6;156162386724.5;185006881515.1;187632346388.0;173537647058.8;176991934992.8;177965188354.7;164158739097.6;164791442543.4;178635163717.4;218096033517.0;251373002954.4;264467336457.2;282884947703.0;319423424509.1;353361038818.4;321241303699.0;321995279401.5;344003137611.3;327148943812.1;343584391647.9;352993631617.7;302673070846.9;313115929314.3;332121063806.4;356841216410.1;346498737961.6;354762748338.7;405687998852.7;400167196948.7;DK
Djibouti;;;;;;;;;;;;;;;;;;;;;;;;;;340989528.0;;373371738.3;395794538.6;409220087.1;452328087.3;462421998.5;478058304.9;466048469.2;491689220.7;497723960.6;494004647.7;502675542.0;514267869.3;536080148.1;551230861.9;572417440.8;591122039.6;622044665.5;666072101.8;708633194.7;768873684.0;847918929.1;999105339.3;1049110684.7;1128611700.4;1239144501.8;1353632941.5;2042817162.9;2214679081.3;2424391785.4;2604955228.7;2762581334.2;2913466732.1;3088853638.6;3185150981.0;3385825228.9;3515108860.0;DJ
Dominica;;;;;;;;;;;;;;;;;;45872947.4;57130215.6;55017758.9;72804653.3;82107391.1;89527576.7;98665191.5;109157070.7;119491933.0;135161958.5;151868754.4;171106184.1;185137243.0;201429629.6;219762963.0;234059259.3;245525925.9;264374074.1;274522222.2;292285185.2;302988888.9;322411111.1;331759259.3;333470370.4;340203703.7;333196296.3;343311111.1;367200000.0;364255555.6;390251851.9;421374074.1;458188888.9;489074074.1;493825925.9;501025925.9;485996296.3;498296296.3;520429629.6;540737037.0;576229629.6;521551851.9;554770370.4;611537037.0;504214814.8;555266666.7;607440740.7;DM
Dominican Republic;672399700.0;654100200.0;824100000.0;940799900.0;1025599900.0;888100000.0;983900000.0;1034800000.0;1079100000.0;1230500000.0;1485500000.0;1666500000.0;1987400000.0;2344800000.0;2925700000.0;3599200000.0;3951500000.0;4587100000.0;4734400000.0;5498800000.0;6761300000.0;7561300000.0;8267400000.0;9220600000.0;11594000000.0;5044579979.2;6122128557.6;5827050753.3;5374299981.5;6686593059.9;7073675544.8;9824483339.9;11605382504.0;13081042400.0;14644734599.5;16637370839.2;18241622547.6;20017450041.3;21672215546.8;22136579396.9;24305780628.7;25601823687.6;27137440786.3;21403167848.1;22322387382.5;35777560683.9;37879830084.3;43965458508.5;48122601530.3;48261078913.7;53860187258.0;58029773599.5;60681535652.5;62682159338.0;67179955677.3;71164826836.5;75704647877.7;79998046305.8;85555390139.1;88941372558.2;78844656298.2;94243425938.4;113537368176.1;DO
Ecuador;2069464936.6;1753850954.8;1518207703.9;1824343870.4;2244146103.2;2387047395.7;2429308638.8;2553595172.1;2582179864.2;3112165727.4;2862503139.0;2754219271.0;3185986087.3;3891754150.2;6599257044.1;7731674472.1;9091921030.2;11026342618.1;11922497876.5;14175160902.1;17881508242.4;21810759353.7;19929846396.4;17152477036.5;16912509091.9;17149088413.4;15314138472.3;13945426859.5;13051881851.4;13890823704.6;15239272611.6;16988535267.6;18094238119.1;18938717358.7;22708673336.7;24432884442.2;25226393196.6;28162053026.5;27981896948.5;19645272636.3;18327764882.4;24468324000.0;28548945000.0;32432858000.0;36591661000.0;41507085000.0;46802044000.0;51007777000.0;61762635000.0;62519686000.0;69555367000.0;79276664000.0;87924544000.0;95129659000.0;101726331000.0;99290381000.0;99937696000.0;104295862000.0;107562008000.0;108108009000.0;99291124000.0;106165866000.0;115049476000.0;EC
Egypt, Arab Rep.;;;;;;4948667540.4;5278005611.9;5605484299.0;5932242990.7;6524455205.8;8042200452.1;8609283346.1;9299638055.8;10098534613.4;9228963224.6;11632178868.9;13315988083.4;14400806876.0;14811704063.1;18020571428.6;21669908176.4;22136081081.1;27655172413.8;30966239813.7;33971188991.6;39053502251.1;41253507951.4;40455616653.6;34980124929.0;39756299050.0;42978914311.4;37387836490.5;41855986519.4;46578631452.6;51897983392.6;60159245060.5;67629716981.1;78436578171.1;84828807556.1;90710704806.8;99838543960.1;96684636118.6;85146067415.7;80288461538.5;78782467532.5;89600665557.4;107426086956.5;130437828371.3;162818181818.2;189147005444.6;218983666061.7;235989672977.6;279116666666.7;288434108527.1;305595408895.3;329366576819.4;332441717791.4;248362771739.1;262588632526.7;318678815489.7;383817841547.1;424671765455.7;476747720364.7;
El Salvador;;;;;;877720000.0;929520000.0;976200000.0;1009760100.0;1049400000.0;1132920000.0;1186120000.0;1263720000.0;1442320000.0;1665880000.0;1884120100.0;2328280100.0;2941640100.0;3127960000.0;3463639900.0;3573959900.0;3437200200.0;3399189100.0;3506347800.0;3661683400.0;3800368600.0;3771663200.0;3958045800.0;4189880000.0;4372215300.0;4817542204.0;5252342400.0;5813399300.0;6680269200.0;7679384000.0;8921947100.0;9586327800.0;10221705900.0;10936669900.0;11284197000.0;11784927700.0;12282533600.0;12664190300.0;13243892200.0;13724810900.0;14698000000.0;15999890000.0;17011750000.0;17986890000.0;17601620000.0;18447920000.0;20283780000.0;21386150000.0;21990960000.0;22593470000.0;23438240000.0;24191430000.0;24979190000.0;26020850000.0;26881140000.0;24930080000.0;29451240000.0;32488720000.0;SV
Equatorial Guinea;;;9122751.5;10840095.1;12712471.4;64748333.3;69110000.0;72317446.9;67514285.7;67225714.3;66331428.6;64946954.8;65429198.2;81203226.9;94159862.7;104295643.4;103653049.9;103987520.1;;;50642880.8;36731422.8;44294647.7;44442456.9;50320914.4;62118570.0;76407395.9;93345859.5;100534656.9;88265974.9;112119411.5;110906028.5;134707183.8;136047906.2;100807002.5;141853360.9;232463022.8;442337870.7;370687634.4;621117885.7;1045998496.4;1461139022.0;1806742742.3;2484745935.1;4410764338.7;8217369092.7;10086528698.9;13071718758.7;19749893536.3;15027795173.2;16314443436.3;21357343668.9;22388344143.9;21948834283.8;21765453082.0;13185496881.4;11240808846.7;12200913887.6;13097012124.2;11364133546.2;9893816016.1;12104994084.4;12029633746.5;GQ
Eritrea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;477101651.6;467872714.8;531688311.7;578015625.0;693535954.2;686490090.1;745523074.7;688918509.0;706370815.6;752371683.2;729321671.4;870248293.7;1109054005.4;1098424709.5;1211161879.7;1317974491.1;1380188800.0;1856695551.2;1589515447.2;2065001626.0;;;;;;;;;;;;ER
Estonia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4502970889.1;4786018988.2;5154420649.2;5674080542.9;5756912265.8;5686579747.5;6254649539.0;7367975887.7;9874013098.5;12145911801.2;14106790200.2;17022870405.2;22449129482.6;24341678629.0;19633031397.6;19523477325.6;23213994093.5;23019150071.2;25115753366.1;26634083965.1;22890762090.2;24072829276.8;26924385103.1;30624720196.2;31081901909.2;31370395572.8;37191166152.0;38100812958.5;EE
Eswatini;35076846.0;43026042.8;45927961.6;54129438.3;64980554.0;70279971.9;76859969.3;74759970.1;79799968.1;105419957.8;112139955.1;136462080.7;146736479.2;221915127.6;264320941.0;288299788.5;272550068.1;304060076.0;340630085.2;412093133.8;541976852.6;570774824.8;537568059.4;555336145.8;494483408.9;360079419.4;449140318.4;584126092.3;692026454.7;696921542.4;1114694040.7;1156135717.9;1284759927.5;1357189551.7;1419294254.4;1698989464.0;1602741833.7;1716714070.1;1576908856.3;1547888496.0;1738093840.4;1542477308.9;1432221739.1;2197598466.3;2770082791.5;3178112498.7;3291330019.2;3469381231.5;3294084314.2;3580428052.8;4438765085.9;4820478680.2;4886551483.9;4597552981.6;4422986271.7;4063245671.3;3816019193.2;4402969225.9;4666598024.2;4466214591.1;3982236692.6;4850842571.6;4790922065.6;SZ
Ethiopia;;;;;;;;;;;;;;;;;;;;;;7324903188.4;7707678019.3;8567890821.3;8096302367.1;9480840483.1;9848600869.6;10527338647.3;10908935748.8;11476584879.2;12175166763.3;13463868357.5;10492993077.6;8830712713.9;6927950564.6;7663984567.9;8547939730.6;8589233860.2;7818205592.9;7700833482.0;8242349617.9;8231326016.5;7850809498.2;8623691300.0;10131187261.4;12401139454.0;15280861834.6;19707616772.8;27066912635.2;32437389116.0;29933790334.3;31952763089.3;43310721414.1;47648276605.0;55612228233.5;64589328550.6;74296745207.9;81770886825.6;84269196625.9;95912607722.3;107657734392.4;111261882958.4;126783471597.7;ET
Faroe Islands;;;;;;57954522.4;64397131.1;66225403.6;65186666.7;70106666.7;84933333.3;99219082.9;119335897.8;161236465.8;196771070.9;227404436.0;270470345.4;347798304.6;397833034.9;448568492.7;493014300.0;456244919.0;444047495.3;486605127.7;426008864.7;459307281.2;688914288.9;886508622.3;968576956.9;871935350.4;960805408.9;909253214.8;912670413.3;760957189.8;758739178.6;901404709.8;989536914.7;933763083.4;1104744235.3;1127684827.4;1067109530.6;1160268212.1;1275093689.3;1501941580.9;1724770770.8;1759739599.2;2017680834.9;2339015313.3;2489873249.6;2296065170.1;2331796784.4;2505740669.3;2427200388.9;2690110520.9;2914012679.3;2573905971.1;2813278868.8;2980057377.9;3188600927.5;3266432734.2;3262045883.4;3655063937.9;3555929833.1;FO
Fiji;112328422.1;116987784.9;122906435.0;129454728.6;140032741.5;147084750.0;150603925.5;162625885.9;166952937.1;182182067.7;219878482.2;247749327.7;316656648.7;425950487.5;558587097.4;684282434.4;694540806.4;719501765.8;829267889.4;1019691460.2;1202618816.2;1235626770.5;1194059943.2;1123085190.1;1178000678.0;1141168944.0;1290267339.7;1177947965.1;1110009522.8;1182660265.8;1337017559.5;1383883249.6;1532411039.1;1636101246.9;1825732092.5;1970301486.2;2128696643.6;2090221137.0;1653146716.6;1936459986.0;1678219507.9;1652462023.5;1833279985.4;2300492465.3;2708078476.6;2980403844.7;3076305452.9;3378314599.8;3523185919.6;2870624635.7;3140166712.8;3779411899.4;3972028104.5;4189967998.5;4857104791.0;4682479912.1;4930213634.4;5353469171.1;5581425324.9;5444407214.3;4432466237.1;4305031630.8;4979979546.0;FJ
